,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
387,nanlong,0,CN,1559606834,50,31.35,106.05,78.02,4.94
388,nokha,1,IN,1559606834,22,27.56,73.47,96.74,15.3
389,plattsburgh,90,US,1559606814,70,44.69,-73.46,53.01,8.93
390,pringsewu,100,ID,1559606600,85,-5.36,104.98,73.7,2.68
391,santa cruz,1,US,1559606836,67,36.97,-122.03,84.0,9.17
392,kitimat,75,CA,1559606836,67,54.02,-128.69,57.2,18.34
393,tazovskiy,59,RU,1559606836,75,67.47,78.7,40.94,8.23
394,idil,0,TR,1559606837,31,37.34,41.89,77.0,9.17
395,ismailia,83,EG,1559606768,55,30.6,32.27,78.38,10.49
396,bodden town,0,KY,1559606587,62,19.28,-81.25,86.0,11.41
397,straumen,0,NO,1559606837,81,63.87,11.3,54.0,3.36
398,ketchikan,90,US,1559606837,81,55.34,-131.65,53.6,9.17
399,goma,100,CD,1559606837,92,-1.67,29.23,56.96,1.57
400,portland,1,US,1559606612,38,45.52,-122.67,75.0,4.7
401,yar-sale,99,RU,1559606837,74,66.83,70.83,42.56,12.28
402,mahon,75,IE,1559606837,93,51.89,-8.4,53.01,6.93
403,wanning,40,AT,1559606837,72,48.64,13.53,64.0,2.24
404,novocheremshansk,0,RU,1559606838,82,54.35,50.17,48.5,8.23
405,bonfim,20,BR,1559606838,91,-20.33,-44.24,61.46,3.47
406,clovis,1,US,1559606838,31,36.83,-119.7,93.0,8.05
407,kawalu,100,ID,1559606838,91,-7.38,108.21,70.64,3.47
408,menongue,0,AO,1559606838,40,-14.66,17.68,50.3,4.05
409,awbari,89,LY,1559606838,41,26.59,12.77,82.88,10.45
410,grindavik,20,IS,1559606838,75,63.84,-22.43,42.8,21.92
411,cortez,75,US,1559606839,19,37.35,-108.58,75.99,10.29
412,sao joao da barra,75,BR,1559606839,88,-21.64,-41.05,69.8,10.29
413,rio novo,26,BR,1559606839,99,-21.48,-43.13,66.99,5.01
414,qaqortoq,0,GL,1559606839,46,60.72,-46.03,50.0,8.05
415,finschhafen,78,PG,1559606839,69,-6.6,147.85,76.04,4.56
416,dalbandin,19,PK,1559606839,18,28.9,64.41,81.26,5.35
417,saint-louis,0,CH,1559606840,82,47.59,7.56,66.0,2.24
418,asmar,41,AF,1559606840,38,35.03,71.36,56.78,8.63
419,dasoguz,1,TM,1559606840,68,41.84,59.97,71.6,2.24
420,wattegama,70,LK,1559606840,87,7.35,80.68,74.6,5.57
421,tarakan,100,ID,1559606840,81,3.3,117.63,80.36,4.52
422,voyvozh,100,RU,1559606840,71,62.89,54.96,42.02,10.98
423,winnemucca,20,US,1559606840,24,40.97,-117.74,82.4,10.29
424,middelburg,0,ZA,1559606840,26,-25.77,29.46,49.22,1.16
425,cervo,40,BR,1559606841,94,-22.19,-46.24,57.14,3.42
426,tharad,0,IN,1559606841,64,24.39,71.63,86.48,14.14
427,felanitx,0,ES,1559606784,77,39.47,3.15,66.0,3.36
428,olinda,75,EC,1559606841,74,-2.03,-79.75,82.4,4.7
429,udachnyy,75,RU,1559606841,76,66.42,112.4,51.8,6.71
430,erzin,20,TR,1559606841,100,36.95,36.2,77.0,2.24
431,torbay,90,CA,1559606841,100,47.66,-52.73,57.2,16.11
432,opuwo,0,NA,1559606842,22,-18.06,13.84,61.28,5.35
433,san,70,ML,1559606842,28,13.3,-4.9,98.18,11.36
434,bathsheba,40,BB,1559606842,83,13.22,-59.52,82.4,16.11
435,ploemeur,0,FR,1559606842,87,47.73,-3.43,57.0,2.24
436,motiong,100,PH,1559606843,82,11.78,125.0,81.62,3.87
437,zella-mehlis,0,DE,1559606843,87,50.66,10.67,62.01,5.82
438,davila,75,PH,1559606843,83,18.47,120.58,82.4,2.24
439,erdaojiang,100,CN,1559606843,94,41.78,126.03,57.5,4.18
440,pereira barreto,14,BR,1559606843,85,-20.64,-51.11,67.94,8.46
441,lufilufi,20,WS,1559606844,13,-13.87,-171.6,134.6,9.17
442,pauini,99,BR,1559606844,97,-7.71,-67.0,74.42,2.55
443,diego de almagro,0,CL,1559606844,45,-26.39,-70.05,60.02,1.28
444,tonekabon,0,IR,1559606844,83,36.82,50.88,69.8,2.93
445,rovaniemi,90,FI,1559606844,100,66.5,25.72,46.4,10.29
446,beyneu,11,KZ,1559606845,20,45.32,55.19,82.52,3.56
447,corvallis,1,US,1559606845,33,44.56,-123.26,78.01,11.41
448,gweru,0,ZW,1559606845,95,-19.46,29.82,47.96,7.16
449,waipawa,61,NZ,1559606846,74,-39.94,176.59,54.0,11.01
450,noumea,0,NC,1559606786,64,-22.28,166.46,71.6,3.71
451,nowy tomysl,0,PL,1559606846,82,52.32,16.13,70.0,2.24
452,ghanzi,0,BW,1559606846,27,-21.7,21.65,59.12,5.5
453,port blair,98,IN,1559606846,77,11.67,92.75,85.22,9.71
454,beloha,100,MG,1559606846,87,-25.17,45.06,65.06,8.48
455,clarence town,75,AU,1559606846,93,-32.59,151.78,48.2,28.86
456,brae,99,GB,1559606847,87,60.4,-1.35,48.2,23.04
457,champerico,75,MX,1559606847,74,16.38,-93.6,82.4,4.7
458,taunggyi,24,MM,1559606847,82,20.78,97.03,70.46,4.65
459,gigmoto,79,PH,1559606847,76,13.78,124.39,85.22,8.23
460,newport,96,GB,1559606746,87,51.59,-3.0,55.4,5.82
461,mackay,40,CA,1559606847,58,53.65,-115.58,57.2,11.41
462,galle,1,US,1559606848,59,29.74,-97.91,90.0,9.17
463,santiago del estero,0,AR,1559606848,70,-27.8,-64.26,59.12,6.78
464,lakes entrance,82,AU,1559606848,86,-37.88,147.99,48.99,1.01
465,vostok,9,RU,1559606848,58,46.45,135.83,64.16,3.06
466,viedma,99,AR,1559606848,37,-40.81,-62.99,56.42,11.79
467,parksville,1,US,1559606848,29,33.79,-82.22,89.6,3.36
468,barkhan,12,PK,1559606848,16,29.9,69.52,77.66,6.51
469,urusha,99,RU,1559606849,42,54.05,122.9,65.42,5.03
470,tandalti,36,SD,1559606849,37,13.01,31.87,93.68,14.85
471,charleston,1,US,1559606745,48,38.35,-81.63,71.01,4.29
472,sistranda,40,NO,1559606849,87,63.73,8.83,53.01,4.7
473,henties bay,0,NA,1559606849,72,-22.12,14.28,60.2,7.43
474,aginskoye,100,RU,1559606849,65,51.11,114.54,57.99,15.01
475,ucluelet,5,CA,1559606849,54,48.94,-125.55,66.99,16.11
476,hondo,1,US,1559606749,52,29.35,-99.14,90.0,6.93
477,ixtapa,90,MX,1559606850,69,20.71,-105.21,77.0,10.29
478,mutis,45,CO,1559606850,77,6.23,-77.4,82.34,6.76
479,manacapuru,20,BR,1559606850,78,-3.3,-60.62,80.6,5.82
480,nenjiang,70,CN,1559606850,49,49.17,125.23,68.66,4.0
481,athabasca,100,CA,1559606850,37,54.72,-113.29,62.72,10.98
482,sambava,3,MG,1559606850,88,-14.27,50.17,65.78,3.69
483,azanka,100,RU,1559606850,91,58.04,64.79,56.24,7.81
484,andros town,40,BS,1559606851,78,24.73,-77.79,82.4,5.82
485,mehamn,0,NO,1559606851,73,71.03,27.85,38.78,5.68
486,sao felix do xingu,1,BR,1559606564,78,-6.64,-51.99,74.6,3.36
487,presidencia roque saenz pena,0,AR,1559606851,84,-26.79,-60.44,56.78,3.98
488,reconquista,0,AR,1559606851,75,-29.14,-59.64,58.76,5.57
489,tessalit,0,ML,1559606851,13,20.2,1.01,90.62,11.36
490,buala,49,SB,1559606851,79,-8.15,159.59,83.96,12.03
491,vapnyarka,100,UA,1559606852,90,48.53,28.74,63.0,5.03
492,saint-denis,0,FR,1559606852,77,48.94,2.36,63.0,4.7
493,yarada,40,IN,1559606852,88,17.65,83.27,75.2,4.7
494,salalah,75,OM,1559606852,84,17.01,54.1,86.0,10.29
495,alofi,24,NU,1559606852,78,-19.06,-169.92,77.48,11.03
496,mfou,100,CM,1559606852,94,3.72,11.64,73.4,2.24
497,las palmas,75,PE,1559606853,290,-6.53,-76.35,62.6,4.7
498,ramsar,41,IR,1559606853,57,36.92,50.64,71.54,2.93
499,schoningen,90,DE,1559606853,93,51.63,9.66,62.01,2.24
500,saint anthony,90,US,1559606853,59,43.97,-111.68,66.2,8.05
501,tezu,96,IN,1559606853,63,27.93,96.16,75.86,2.28
502,huicungo,100,PE,1559606853,51,-7.28,-76.8,73.16,3.89
503,esperance,40,TT,1559606854,88,10.24,-61.45,82.0,5.82
504,krasnokamensk,35,RU,1559606854,49,50.1,118.04,64.34,13.71
505,fredericton,1,CA,1559606854,71,45.97,-66.65,57.2,16.11
506,yuncheng,46,CN,1559606854,35,35.03,111.0,78.92,4.5
507,hambantota,98,LK,1559606854,80,6.12,81.12,83.24,18.01
508,ratlam,8,IN,1559606854,60,23.33,75.04,85.04,17.78
509,datong,84,CN,1559606855,36,40.09,113.3,67.4,11.74
510,urengoy,2,RU,1559606855,46,65.96,78.37,52.82,9.31
511,aklavik,75,CA,1559606855,70,68.22,-135.01,50.0,8.05
512,fort payne,1,US,1559606855,44,34.44,-85.72,87.8,5.82
513,kuryk,39,KZ,1559606855,31,43.18,51.68,79.28,5.66
514,ola,54,RU,1559606855,83,59.58,151.3,43.82,6.6
515,greensburg,1,US,1559606579,48,30.83,-90.67,91.4,6.93
516,dolni kounice,0,CZ,1559606855,82,49.07,16.46,64.0,2.24
517,ilorin,20,NG,1559606856,76,8.5,4.55,78.2,7.4
518,minab,96,IR,1559606856,21,27.15,57.07,91.4,2.24
519,carlsbad,0,CZ,1559606856,72,50.23,12.87,64.4,2.24
520,ahuimanu,75,US,1559606856,51,21.44,-157.84,87.01,19.46
521,qasigiannguit,47,GL,1559606856,80,68.82,-51.19,41.0,3.36
522,balkanabat,0,TM,1559606856,23,39.51,54.36,85.4,10.45
523,shimoda,75,JP,1559606856,83,34.7,138.93,75.99,8.05
524,talcahuano,90,CL,1559606857,100,-36.72,-73.12,53.6,2.24
525,cabo san lucas,5,MX,1559606776,60,22.89,-109.91,84.0,19.46
526,phonhong,75,LA,1559606857,94,18.5,102.42,78.8,4.7
527,kruisfontein,20,ZA,1559606857,45,-34.0,24.73,57.86,4.88
528,libreville,20,GA,1559606857,83,0.39,9.45,78.8,9.17
529,poum,45,MK,1559606857,93,41.28,20.71,43.82,0.81
530,skvyra,100,UA,1559606857,89,49.73,29.66,62.18,4.65
